Zone,Gender,Year,Code,AgeGroup,Pop
23168,Total,2009,23,15-19,1340
23168,Total,2009,23,20-24,1182
23168,Total,2009,23,25-29,1032
23168,Total,2009,23,30-34,910
23168,Total,2009,23,35-39,873
23168,Total,2009,23,40-44,873
23168,Total,2009,23,45-49,785
23168,Total,2009,23,5-9,1454
23168,Total,2009,23,50-54,679
23168,Total,2009,23,55-59,558
23168,Total,2009,23,60-64,430
23168,Total,2009,23,65-69,366
23168,Total,2009,23,70-74,331
23168,Total,2009,23,75-79,216
23168,Total,2009,23,80-above,269
23168,Total,2010,23,0-4,1504
23168,Total,2010,23,10-14,1337
23168,Total,2010,23,15-19,1341
23168,Total,2010,23,20-24,1194
23168,Total,2010,23,25-29,1047
23168,Total,2010,23,30-34,920
23168,Total,2010,23,35-39,870
23168,Total,2010,23,40-44,876
23168,Total,2010,23,45-49,802
23168,Total,2010,23,5-9,1490
23168,Total,2010,23,50-54,698
23168,Total,2010,23,55-59,583
23168,Total,2010,23,60-64,446
23168,Total,2010,23,65-69,369
23168,Total,2010,23,70-74,334
23168,Total,2010,23,75-79,240
23168,Total,2010,23,80-above,275
23168,Total,2011,23,0-4,1493
23168,Total,2011,23,10-14,1345
23168,Total,2011,23,15-19,1334
23168,Total,2011,23,20-24,1209
23168,Total,2011,23,25-29,1062
23168,Total,2011,23,30-34,929
23168,Total,2011,23,35-39,871
23168,Total,2011,23,40-44,870
23168,Total,2011,23,45-49,818
23168,Total,2011,23,5-9,1499
23168,Total,2011,23,50-54,715
23168,Total,2011,23,55-59,607
23168,Total,2011,23,60-64,465
23168,Total,2011,23,65-69,373
23168,Total,2011,23,70-74,328
23168,Total,2011,23,75-79,254
23168,Total,2011,23,80-above,284
23168,Total,2012,23,0-4,1482
23168,Total,2012,23,10-14,1365
23168,Total,2012,23,15-19,1317
23168,Total,2012,23,20-24,1223
23168,Total,2012,23,25-29,1073
23168,Total,2012,23,30-34,946
23168,Total,2012,23,35-39,870
23168,Total,2012,23,40-44,867
23168,Total,2012,23,45-49,833
23168,Total,2012,23,5-9,1505
23168,Total,2012,23,50-54,736
23168,Total,2012,23,55-59,628
23168,Total,2012,23,60-64,491
23168,Total,2012,23,65-69,382
23168,Total,2012,23,70-74,325
23168,Total,2012,23,75-79,268
23168,Total,2012,23,80-above,290
23168,Total,2013,23,0-4,1472
23168,Total,2013,23,10-14,1391
23168,Total,2013,23,15-19,1302
23168,Total,2013,23,20-24,1238
23168,Total,2013,23,25-29,1083
23168,Total,2013,23,30-34,959
23168,Total,2013,23,35-39,875
23168,Total,2013,23,40-44,862
23168,Total,2013,23,45-49,846
23168,Total,2013,23,5-9,1503
23168,Total,2013,23,50-54,754
23168,Total,2013,23,55-59,649
23168,Total,2013,23,60-64,515
23168,Total,2013,23,65-69,394
23168,Total,2013,23,70-74,323
23168,Total,2013,23,75-79,276
23168,Total,2013,23,80-above,300
23168,Total,2014,23,0-4,1465
23168,Total,2014,23,10-14,1421
23168,Total,2014,23,15-19,1291
23168,Total,2014,23,20-24,1246
23168,Total,2014,23,25-29,1092
23168,Total,2014,23,30-34,976
23168,Total,2014,23,35-39,884
23168,Total,2014,23,40-44,859
23168,Total,2014,23,45-49,856
23168,Total,2014,23,5-9,1494
23168,Total,2014,23,50-54,774
23168,Total,2014,23,55-59,670
23168,Total,2014,23,60-64,541
23168,Total,2014,23,65-69,405
23168,Total,2014,23,70-74,327
23168,Total,2014,23,75-79,279
23168,Total,2014,23,80-above,306
23168,Total,2015,23,0-4,1459
23168,Total,2015,23,10-14,1457
23168,Total,2015,23,15-19,1292
23168,Total,2015,23,20-24,1250
23168,Total,2015,23,25-29,1101
23168,Total,2015,23,30-34,989
23168,Total,2015,23,35-39,892
23168,Total,2015,23,40-44,856
23168,Total,2015,23,45-49,859
23168,Total,2015,23,5-9,1465
23168,Total,2015,23,50-54,791
23168,Total,2015,23,55-59,691
23168,Total,2015,23,60-64,570
23168,Total,2015,23,65-69,421
23168,Total,2015,23,70-74,333
23168,Total,2015,23,75-79,278
23168,Total,2015,23,80-above,314
23168,Total,2016,23,0-4,1460
23168,Total,2016,23,10-14,1464
23168,Total,2016,23,15-19,1304
23168,Total,2016,23,20-24,1252
23168,Total,2016,23,25-29,1116
23168,Total,2016,23,30-34,999
23168,Total,2016,23,35-39,901
23168,Total,2016,23,40-44,856
23168,Total,2016,23,45-49,856
23168,Total,2016,23,5-9,1459
23168,Total,2016,23,50-54,807
23168,Total,2016,23,55-59,712
23168,Total,2016,23,60-64,592
23168,Total,2016,23,65-69,441
23168,Total,2016,23,70-74,340
23168,Total,2016,23,75-79,283
23168,Total,2016,23,80-above,323
23168,Total,2017,23,0-4,1455
23168,Total,2017,23,10-14,1469
23168,Total,2017,23,15-19,1320
23168,Total,2017,23,20-24,1245
23168,Total,2017,23,25-29,1132
23168,Total,2017,23,30-34,1009
23168,Total,2017,23,35-39,914
23168,Total,2017,23,40-44,859
23168,Total,2017,23,45-49,855
23168,Total,2017,23,5-9,1456
23168,Total,2017,23,50-54,822
23168,Total,2017,23,55-59,729
23168,Total,2017,23,60-64,614
23168,Total,2017,23,65-69,464
23168,Total,2017,23,70-74,348
23168,Total,2017,23,75-79,283
23168,Total,2017,23,80-above,330
23168,Total,2018,23,0-4,1452
23168,Total,2018,23,10-14,1468
23168,Total,2018,23,15-19,1341
23168,Total,2018,23,20-24,1237
23168,Total,2018,23,25-29,1151
23168,Total,2018,23,30-34,1018
23168,Total,2018,23,35-39,925
23168,Total,2018,23,40-44,867
23168,Total,2018,23,45-49,847
23168,Total,2018,23,5-9,1446
23168,Total,2018,23,50-54,838
23168,Total,2018,23,55-59,747
23168,Total,2018,23,60-64,634
23168,Total,2018,23,65-69,490
23168,Total,2018,23,70-74,359
23168,Total,2018,23,75-79,279
23168,Total,2018,23,80-above,339
23168,Total,2019,23,0-4,1444
23168,Total,2019,23,10-14,1459
23168,Total,2019,23,15-19,1366
23168,Total,2019,23,20-24,1230
23168,Total,2019,23,25-29,1167
23168,Total,2019,23,30-34,1033
23168,Total,2019,23,35-39,937
23168,Total,2019,23,40-44,875
23168,Total,2019,23,45-49,844
23168,Total,2019,23,5-9,1440
23168,Total,2019,23,50-54,847
23168,Total,2019,23,55-59,768
23168,Total,2019,23,60-64,655
23168,Total,2019,23,65-69,514
23168,Total,2019,23,70-74,370
23168,Total,2019,23,75-79,273
23168,Total,2019,23,80-above,349
23168,Total,2020,23,0-4,1438
23168,Total,2020,23,10-14,1431
23168,Total,2020,23,15-19,1397
23168,Total,2020,23,20-24,1227
23168,Total,2020,23,25-29,1177
23168,Total,2020,23,30-34,1049
23168,Total,2020,23,35-39,951
23168,Total,2020,23,40-44,880
23168,Total,2020,23,45-49,840
23168,Total,2020,23,5-9,1431
23168,Total,2020,23,50-54,849
23168,Total,2020,23,55-59,783
23168,Total,2020,23,60-64,674
23168,Total,2020,23,65-69,535
23168,Total,2020,23,70-74,383
23168,Total,2020,23,75-79,278
23168,Total,2020,23,80-above,356
